monthly_inventory_id,product__product_id,inventory_month,monthly_quantity_eom,wdf__client_id,monthly_quantity_bom,date
M-4J72CF22,P-KH5AMEZT,2023-02-01,499.0,merchant__clothing,499.0,2023-02-01 00:00:00.000
M-8ZJ3QDIJ,P-24XYAMNJ,2022-12-01,465.0,merchant__electronics,465.0,2022-12-01 00:00:00.000
M-SLMWBJN5,P-RUWT9IQL,2022-09-01,297.0,merchant__clothing,297.0,2022-09-01 00:00:00.000
M-GWT4HQ6J,P-TMFDHTNI,2023-02-01,4172.0,merchant__bigboxretailer,4283.0,2023-02-01 00:00:00.000
M-MVOIKX3Y,P-KCMHG45S,2021-10-01,10273.0,merchant__electronics,10479.0,2021-10-01 00:00:00.000
M-N7KX5SXS,P-2COKN5Z7,2024-04-01,443.0,merchant__electronics,443.0,2024-04-01 00:00:00.000
M-60FJRG0L,P-DK4WOLO6,2023-02-01,7308.0,merchant__electronics,7546.0,2023-02-01 00:00:00.000
M-1ERO48IO,P-6NMK0E10,2024-07-01,380.0,merchant__electronics,380.0,2024-07-01 00:00:00.000
M-5I4BIZ2P,P-DK4WOLO6,2023-01-01,37.0,merchant__bigboxretailer,37.0,2023-01-01 00:00:00.000
M-PQDXRFDJ,P-NCFZW74X,2022-05-01,4156.0,merchant__bigboxretailer,4285.0,2022-05-01 00:00:00.000
M-ET5J4ESR,P-6RJFHPGV,2021-10-01,443.0,merchant__bigboxretailer,443.0,2021-10-01 00:00:00.000
M-ELSWQOEU,P-GJNTTNBZ,2024-12-01,24.0,merchant__electronics,24.0,2024-12-01 00:00:00.000
M-KPZ88NWO,P-09HVI1I7,2022-06-01,1749.0,merchant__clothing,1772.0,2022-06-01 00:00:00.000
M-7Z8KBQF7,P-14Z846TC,2021-10-01,5588.0,merchant__bigboxretailer,5729.0,2021-10-01 00:00:00.000
M-SR5R76Z7,P-VP08CDK1,2021-10-01,1565.0,merchant__clothing,1633.0,2021-10-01 00:00:00.000
M-QEB6PFCV,P-MHEIN6RB,2024-06-01,24.0,merchant__electronics,24.0,2024-06-01 00:00:00.000
M-ESM6F5BJ,P-VVRTR13E,2024-07-01,450.0,merchant__electronics,450.0,2024-07-01 00:00:00.000
M-E04FJPVO,P-1GOR71BN,2021-10-01,530.0,merchant__electronics,530.0,2021-10-01 00:00:00.000
M-HGWSZC5C,P-BQUWMGGX,2021-12-01,58.0,merchant__electronics,58.0,2021-12-01 00:00:00.000
M-7CNHFM7R,P-24XYAMNJ,2024-09-01,1323.0,merchant__bigboxretailer,1443.0,2024-09-01 00:00:00.000
M-2JZKFOG4,P-AJ2G8KSW,2024-08-01,3019.0,merchant__electronics,3229.0,2024-08-01 00:00:00.000
M-8CILS6HO,P-UB0JXL3L,2024-02-01,2221.0,merchant__bigboxretailer,2287.0,2024-02-01 00:00:00.000
M-RCP4HPKI,P-XU5MN3U7,2024-12-01,1020.0,merchant__bigboxretailer,1150.0,2024-12-01 00:00:00.000
M-GOULX22H,P-IVPJAWWH,2021-11-01,166.0,merchant__bigboxretailer,166.0,2021-11-01 00:00:00.000
M-3SDD2ORZ,P-1FGKWX2V,2024-03-01,2532.0,merchant__bigboxretailer,2646.0,2024-03-01 00:00:00.000
M-LFLCC0UH,P-Y2RWSLCK,2024-12-01,2267.0,merchant__electronics,2472.0,2024-12-01 00:00:00.000
M-9A56F380,P-6R63U2JU,2024-02-01,2695.0,merchant__bigboxretailer,2791.0,2024-02-01 00:00:00.000
M-MXW65G4I,P-DU8MH4NR,2022-06-01,211.0,merchant__bigboxretailer,211.0,2022-06-01 00:00:00.000
M-L4YLNB2I,P-1KUMBXBO,2022-08-01,212.0,merchant__electronics,212.0,2022-08-01 00:00:00.000
M-M7R6W91J,P-I82KT6GS,2024-12-01,1592.0,merchant__bigboxretailer,1660.0,2024-12-01 00:00:00.000
M-CFT25LYP,P-CLPSN2L9,2023-11-01,879.0,merchant__electronics,879.0,2023-11-01 00:00:00.000
M-DQM47U53,P-Z4S8WKWL,2022-09-01,1917.0,merchant__clothing,1943.0,2022-09-01 00:00:00.000
M-9YCD5GTG,P-Y2RWSLCK,2024-09-01,2933.0,merchant__electronics,3150.0,2024-09-01 00:00:00.000
M-EB5E06P3,P-Y2RWSLCK,2023-07-01,3152.0,merchant__bigboxretailer,3263.0,2023-07-01 00:00:00.000
M-5O5BMUVY,P-ARA49TZS,2022-11-01,4213.0,merchant__bigboxretailer,4343.0,2022-11-01 00:00:00.000
M-FSIAGTJ7,P-7HFAJIE8,2022-07-01,326.0,merchant__bigboxretailer,326.0,2022-07-01 00:00:00.000
M-AD5A8BWH,P-Z4S8WKWL,2022-07-01,723.0,merchant__bigboxretailer,723.0,2022-07-01 00:00:00.000
M-3M1PT2IN,P-CPDTNDJE,2023-12-01,2905.0,merchant__bigboxretailer,3002.0,2023-12-01 00:00:00.000
M-AXXK6Z8C,P-Q05V2UBU,2023-11-01,919.0,merchant__clothing,951.0,2023-11-01 00:00:00.000
M-JLOAL02K,P-CPDTNDJE,2022-02-01,325.0,merchant__electronics,325.0,2022-02-01 00:00:00.000
M-E3DBE8AW,P-DU8MH4NR,2024-01-01,1093.0,merchant__clothing,1127.0,2024-01-01 00:00:00.000
M-ACI80632,P-GEN70VB8,2021-11-01,2050.0,merchant__clothing,2070.0,2021-11-01 00:00:00.000
M-RXU8MXGT,P-F2TJEYP5,2022-06-01,534.0,merchant__electronics,534.0,2022-06-01 00:00:00.000
M-MXRL697V,P-1GOR71BN,2023-07-01,694.0,merchant__bigboxretailer,694.0,2023-07-01 00:00:00.000
M-N7WPK2SQ,P-7O91ZPJP,2023-07-01,414.0,merchant__bigboxretailer,414.0,2023-07-01 00:00:00.000
M-Z9AV304H,P-UB0JXL3L,2021-10-01,348.0,merchant__clothing,348.0,2021-10-01 00:00:00.000
M-F68Q9O0J,P-41V30DW4,2023-05-01,278.0,merchant__electronics,278.0,2023-05-01 00:00:00.000
M-KIWEON9X,P-Z4S8WKWL,2023-02-01,985.0,merchant__electronics,985.0,2023-02-01 00:00:00.000
M-IHBF4ZAK,P-IVPJAWWH,2023-01-01,166.0,merchant__bigboxretailer,166.0,2023-01-01 00:00:00.000
M-2VS4V52H,P-VVRTR13E,2021-12-01,1944.0,merchant__clothing,1969.0,2021-12-01 00:00:00.000
M-XFS7AT2V,P-3ZHF3Q97,2022-07-01,118.0,merchant__electronics,118.0,2022-07-01 00:00:00.000
M-777RVU5J,P-IVPJAWWH,2022-05-01,166.0,merchant__bigboxretailer,166.0,2022-05-01 00:00:00.000
M-4MUO2WRD,P-GLYGF0FD,2021-12-01,2116.0,merchant__clothing,2152.0,2021-12-01 00:00:00.000
M-ARKYVMTG,P-D1XDPQSF,2022-11-01,1839.0,merchant__clothing,1870.0,2022-11-01 00:00:00.000
M-G6PR8HBQ,P-MHEIN6RB,2023-02-01,24.0,merchant__electronics,24.0,2023-02-01 00:00:00.000
M-VHF09OTH,P-FBIWQ337,2024-12-01,510.0,merchant__clothing,534.0,2024-12-01 00:00:00.000
M-QN2FC3HK,P-L5A1FDV2,2023-03-01,1102.0,merchant__clothing,1137.0,2023-03-01 00:00:00.000
M-578TL6T2,P-Z1Q1R8RB,2024-03-01,816.0,merchant__electronics,816.0,2024-03-01 00:00:00.000
M-W4LXCFDP,P-CPDTNDJE,2023-04-01,1900.0,merchant__clothing,1967.0,2023-04-01 00:00:00.000
M-LR69WCJ2,P-NCFZW74X,2023-10-01,2377.0,merchant__bigboxretailer,2481.0,2023-10-01 00:00:00.000
M-TY8UPCZB,P-FVCDEIME,2022-06-01,121.0,merchant__bigboxretailer,121.0,2022-06-01 00:00:00.000
M-CHBK9KK8,P-JZNBOAO0,2022-03-01,145.0,merchant__bigboxretailer,145.0,2022-03-01 00:00:00.000
M-I3JT8OBG,P-RC9I1YFM,2023-09-01,759.0,merchant__electronics,759.0,2023-09-01 00:00:00.000
M-1WBNZAU0,P-AJ2G8KSW,2024-04-01,301.0,merchant__bigboxretailer,301.0,2024-04-01 00:00:00.000
M-NWUMJAIJ,P-X5JEKM0B,2023-09-01,1563.0,merchant__clothing,1577.0,2023-09-01 00:00:00.000
M-9HLB2LOK,P-BQUWMGGX,2022-10-01,450.0,merchant__clothing,450.0,2022-10-01 00:00:00.000
M-07DYW6AK,P-GJNTTNBZ,2024-01-01,24.0,merchant__electronics,24.0,2024-01-01 00:00:00.000
M-TVYP7RDV,P-88I28DAN,2024-11-01,324.0,merchant__clothing,324.0,2024-11-01 00:00:00.000
M-TVVM9K8X,P-GLYGF0FD,2023-09-01,1468.0,merchant__clothing,1484.0,2023-09-01 00:00:00.000
M-Z878ZK5I,P-0H1EWXEB,2022-11-01,226.0,merchant__clothing,226.0,2022-11-01 00:00:00.000
M-SGL6CSEB,P-Z4S8WKWL,2022-02-01,985.0,merchant__electronics,985.0,2022-02-01 00:00:00.000
M-1T5UQ6F8,P-EG3YJ338,2022-07-01,42.0,merchant__electronics,42.0,2022-07-01 00:00:00.000
M-HG0IM1OJ,P-KCMHG45S,2024-06-01,901.0,merchant__clothing,934.0,2024-06-01 00:00:00.000
M-C2UN6XSF,P-KCMHG45S,2024-06-01,214.0,merchant__bigboxretailer,214.0,2024-06-01 00:00:00.000
M-7XG6UHTY,P-14Z846TC,2024-05-01,2142.0,merchant__bigboxretailer,2266.0,2024-05-01 00:00:00.000
M-WZGXIEVE,P-L5A1FDV2,2024-03-01,187.0,merchant__electronics,187.0,2024-03-01 00:00:00.000
M-VMXPM68C,P-7YGKX2EQ,2022-09-01,8449.0,merchant__electronics,8617.0,2022-09-01 00:00:00.000
M-1ZS8ZL9N,P-BQUWMGGX,2024-03-01,2695.0,merchant__bigboxretailer,2823.0,2024-03-01 00:00:00.000
M-MMT7OJGM,P-ANQV2M79,2024-12-01,425.0,merchant__clothing,425.0,2024-12-01 00:00:00.000
M-W314HUG0,P-H8SRYPZ7,2024-02-01,4533.0,merchant__electronics,4755.0,2024-02-01 00:00:00.000
M-FO3MQVGY,P-ZN1HH8N5,2024-11-01,958.0,merchant__clothing,995.0,2024-11-01 00:00:00.000
M-BDECPGEM,P-RW6DH6EB,2022-11-01,538.0,merchant__electronics,538.0,2022-11-01 00:00:00.000
M-XWTHFS6W,P-VVRTR13E,2024-06-01,450.0,merchant__electronics,450.0,2024-06-01 00:00:00.000
M-8HKJB3V3,P-WEHJV5MG,2023-07-01,428.0,merchant__clothing,428.0,2023-07-01 00:00:00.000
M-BYIPXPB5,P-CB7JJDYR,2023-11-01,385.0,merchant__bigboxretailer,385.0,2023-11-01 00:00:00.000
M-EAHFU4F3,P-HP2GUQIM,2023-03-01,596.0,merchant__bigboxretailer,596.0,2023-03-01 00:00:00.000
M-FLHV8AO1,P-H8SRYPZ7,2023-09-01,256.0,merchant__clothing,256.0,2023-09-01 00:00:00.000
M-D0W0O06V,P-09HVI1I7,2023-12-01,38.0,merchant__bigboxretailer,38.0,2023-12-01 00:00:00.000
M-2VDJERCW,P-KCMHG45S,2022-05-01,1817.0,merchant__clothing,1873.0,2022-05-01 00:00:00.000
M-IE4NZ56U,P-L5A1FDV2,2024-01-01,364.0,merchant__bigboxretailer,364.0,2024-01-01 00:00:00.000
M-IXKTXV87,P-G0AEWWH1,2024-09-01,588.0,merchant__clothing,630.0,2024-09-01 00:00:00.000
M-SQGGO928,P-HP2GUQIM,2022-09-01,337.0,merchant__electronics,337.0,2022-09-01 00:00:00.000
M-5M738O39,P-L5A1FDV2,2023-02-01,187.0,merchant__electronics,187.0,2023-02-01 00:00:00.000
M-YLJLOL0Q,P-G0AEWWH1,2022-03-01,9402.0,merchant__electronics,9601.0,2022-03-01 00:00:00.000
M-F90QI9CZ,P-PSGTPT0C,2022-11-01,7845.0,merchant__electronics,8115.0,2022-11-01 00:00:00.000
M-XP3KBVNY,P-86UWICUH,2022-07-01,812.0,merchant__bigboxretailer,812.0,2022-07-01 00:00:00.000
M-ONE1MQY6,P-6BW9THKE,2022-09-01,233.0,merchant__electronics,233.0,2022-09-01 00:00:00.000
M-VS8BO3TC,P-TMFDHTNI,2023-02-01,870.0,merchant__clothing,870.0,2023-02-01 00:00:00.000
M-EO5TMI3L,P-0H1EWXEB,2024-05-01,185.0,merchant__electronics,185.0,2024-05-01 00:00:00.000
M-WZUTCR6L,P-F2TJEYP5,2021-10-01,846.0,merchant__bigboxretailer,846.0,2021-10-01 00:00:00.000
M-OTICY274,P-X5JEKM0B,2022-11-01,7892.0,merchant__electronics,8050.0,2022-11-01 00:00:00.000
M-YQI79V6Z,P-6NMK0E10,2023-07-01,380.0,merchant__electronics,380.0,2023-07-01 00:00:00.000
M-IL2AW338,P-6RJFHPGV,2022-10-01,1751.0,merchant__clothing,1780.0,2022-10-01 00:00:00.000
M-IMDUUDWY,P-VP08CDK1,2024-12-01,630.0,merchant__electronics,630.0,2024-12-01 00:00:00.000
M-I9OVBCUZ,P-CYKBPXIA,2022-09-01,4078.0,merchant__bigboxretailer,4227.0,2022-09-01 00:00:00.000
M-C72TODU2,P-RDU4ZGRH,2023-07-01,1780.0,merchant__clothing,1820.0,2023-07-01 00:00:00.000
M-218T0JYZ,P-FLJC8ZF6,2024-10-01,3268.0,merchant__electronics,3414.0,2024-10-01 00:00:00.000
M-GK1MZHSQ,P-KCMHG45S,2022-08-01,214.0,merchant__bigboxretailer,214.0,2022-08-01 00:00:00.000
M-C3FM987O,P-R80WGNC9,2022-07-01,1353.0,merchant__clothing,1381.0,2022-07-01 00:00:00.000
M-4K4L45RT,P-Q05V2UBU,2022-09-01,832.0,merchant__electronics,832.0,2022-09-01 00:00:00.000
M-4QI7ZGRL,P-EG3YJ338,2024-09-01,42.0,merchant__electronics,42.0,2024-09-01 00:00:00.000
M-4BFA9Q4T,P-WEHJV5MG,2024-06-01,3651.0,merchant__electronics,3800.0,2024-06-01 00:00:00.000
M-UDJEHU8M,P-FLJC8ZF6,2022-08-01,4373.0,merchant__bigboxretailer,4479.0,2022-08-01 00:00:00.000
M-R931TGWS,P-1KUMBXBO,2022-03-01,212.0,merchant__electronics,212.0,2022-03-01 00:00:00.000
M-UHO0KZ0X,P-L5A1FDV2,2023-08-01,187.0,merchant__electronics,187.0,2023-08-01 00:00:00.000
M-7KNRN1GA,P-KH5AMEZT,2023-03-01,23.0,merchant__electronics,23.0,2023-03-01 00:00:00.000
M-KT5JWVKC,P-3QPJTNTV,2022-06-01,482.0,merchant__bigboxretailer,482.0,2022-06-01 00:00:00.000
M-2Z5460P7,P-Y2RWSLCK,2022-08-01,8464.0,merchant__electronics,8709.0,2022-08-01 00:00:00.000
M-FLOY7ZPI,P-RDU4ZGRH,2024-11-01,1177.0,merchant__clothing,1224.0,2024-11-01 00:00:00.000
M-5OBRCTZZ,P-0H1EWXEB,2024-11-01,226.0,merchant__clothing,226.0,2024-11-01 00:00:00.000
M-ZFBVNDJN,P-Z1Q1R8RB,2022-11-01,816.0,merchant__electronics,816.0,2022-11-01 00:00:00.000
M-B8EC2SR7,P-FQE6KSM0,2023-07-01,692.0,merchant__bigboxretailer,692.0,2023-07-01 00:00:00.000
M-P7RUOGPO,P-24XYAMNJ,2022-01-01,304.0,merchant__clothing,304.0,2022-01-01 00:00:00.000
M-R77BS9TP,P-RDU4ZGRH,2024-11-01,737.0,merchant__bigboxretailer,737.0,2024-11-01 00:00:00.000
M-UBNDAEZC,P-3ZHF3Q97,2022-09-01,118.0,merchant__electronics,118.0,2022-09-01 00:00:00.000
M-FJUHPY8H,P-2P3LQ8WQ,2021-11-01,2596.0,merchant__clothing,2630.0,2021-11-01 00:00:00.000
M-7Q2KADLU,P-0H1EWXEB,2023-01-01,4083.0,merchant__bigboxretailer,4159.0,2023-01-01 00:00:00.000
M-5XQO7VH0,P-8BHI76F5,2024-10-01,1466.0,merchant__bigboxretailer,1519.0,2024-10-01 00:00:00.000
M-HJHZIWOS,P-6RJFHPGV,2024-05-01,159.0,merchant__electronics,159.0,2024-05-01 00:00:00.000
M-8INW7OI8,P-4L2BPQDZ,2024-05-01,866.0,merchant__electronics,866.0,2024-05-01 00:00:00.000
M-1OL9CWGD,P-CYKBPXIA,2021-11-01,326.0,merchant__clothing,326.0,2021-11-01 00:00:00.000
M-JFTL3MAQ,P-6NMK0E10,2024-02-01,755.0,merchant__bigboxretailer,755.0,2024-02-01 00:00:00.000
M-CTKLVF7G,P-MHEIN6RB,2023-09-01,1871.0,merchant__clothing,1874.0,2023-09-01 00:00:00.000
M-I9JUXWC2,P-7HFAJIE8,2023-04-01,1655.0,merchant__clothing,1710.0,2023-04-01 00:00:00.000
M-U2LFH17V,P-Y2RWSLCK,2022-06-01,8954.0,merchant__electronics,9192.0,2022-06-01 00:00:00.000
M-8YVR2JM4,P-KHZOEJGR,2023-07-01,1815.0,merchant__clothing,1839.0,2023-07-01 00:00:00.000
M-SAE67QTL,P-1GOR71BN,2023-03-01,530.0,merchant__electronics,530.0,2023-03-01 00:00:00.000
M-8P4H5INZ,P-6RJFHPGV,2023-03-01,443.0,merchant__bigboxretailer,443.0,2023-03-01 00:00:00.000
M-WD06C5EI,P-2P3LQ8WQ,2024-11-01,1421.0,merchant__clothing,1453.0,2024-11-01 00:00:00.000
M-TXI2VC5V,P-1GOR71BN,2022-05-01,2220.0,merchant__clothing,2235.0,2022-05-01 00:00:00.000
M-EFID91BK,P-IVPJAWWH,2024-05-01,166.0,merchant__bigboxretailer,166.0,2024-05-01 00:00:00.000
M-3C4AE50X,P-Q05V2UBU,2022-04-01,832.0,merchant__electronics,832.0,2022-04-01 00:00:00.000
M-CCWHBX69,P-R80WGNC9,2022-11-01,404.0,merchant__bigboxretailer,404.0,2022-11-01 00:00:00.000
M-7V34NWGR,P-3Z3UNUJF,2022-03-01,607.0,merchant__bigboxretailer,607.0,2022-03-01 00:00:00.000
M-MPBF50HG,P-3KZWUNVC,2023-05-01,17.0,merchant__clothing,17.0,2023-05-01 00:00:00.000
M-WHHYV232,P-NCFZW74X,2023-03-01,603.0,merchant__clothing,603.0,2023-03-01 00:00:00.000
M-R4T0T88R,P-R80WGNC9,2022-04-01,10206.0,merchant__electronics,10408.0,2022-04-01 00:00:00.000
M-YQPHSJY6,P-UB0JXL3L,2023-04-01,408.0,merchant__electronics,408.0,2023-04-01 00:00:00.000
M-B5YLJ454,P-6NMK0E10,2021-10-01,380.0,merchant__electronics,380.0,2021-10-01 00:00:00.000
M-3W1CI4GO,P-9GDEYYQC,2023-01-01,7573.0,merchant__electronics,7804.0,2023-01-01 00:00:00.000
M-43M2ETWJ,P-JZNBOAO0,2023-02-01,145.0,merchant__bigboxretailer,145.0,2023-02-01 00:00:00.000
M-AOPZ4CP7,P-FEA649UJ,2023-08-01,316.0,merchant__bigboxretailer,316.0,2023-08-01 00:00:00.000
M-0ZM66W31,P-VZYM7XLO,2022-07-01,2129.0,merchant__clothing,2154.0,2022-07-01 00:00:00.000
M-6OUXDTCK,P-41V30DW4,2021-10-01,5184.0,merchant__bigboxretailer,5274.0,2021-10-01 00:00:00.000
M-K70PSZTU,P-WI0WGQ0C,2023-06-01,3424.0,merchant__bigboxretailer,3513.0,2023-06-01 00:00:00.000
M-00EMQXY9,P-3ZHF3Q97,2022-07-01,1677.0,merchant__clothing,1746.0,2022-07-01 00:00:00.000
M-UYI0H51S,P-2P3LQ8WQ,2022-01-01,633.0,merchant__bigboxretailer,633.0,2022-01-01 00:00:00.000
M-257C3F9U,P-6BW9THKE,2021-11-01,5223.0,merchant__bigboxretailer,5308.0,2021-11-01 00:00:00.000
M-PZ9LOFFF,P-R80WGNC9,2023-12-01,5541.0,merchant__electronics,5812.0,2023-12-01 00:00:00.000
M-IIMXPSU6,P-1FGKWX2V,2022-06-01,4617.0,merchant__bigboxretailer,4713.0,2022-06-01 00:00:00.000
M-EGI5JXKM,P-DU8MH4NR,2022-10-01,211.0,merchant__bigboxretailer,211.0,2022-10-01 00:00:00.000
M-8HJF8Q4U,P-86UWICUH,2024-11-01,1204.0,merchant__clothing,1235.0,2024-11-01 00:00:00.000
M-ULEOQ87P,P-CB7JJDYR,2023-03-01,43.0,merchant__electronics,43.0,2023-03-01 00:00:00.000
M-WU0YU13Z,P-M0PIJU56,2023-06-01,549.0,merchant__electronics,549.0,2023-06-01 00:00:00.000
M-92TGVD6A,P-ARA49TZS,2021-10-01,10944.0,merchant__electronics,11184.0,2021-10-01 00:00:00.000
M-ZR94W965,P-6NMK0E10,2024-10-01,1141.0,merchant__clothing,1157.0,2024-10-01 00:00:00.000
M-71JM9D8Y,P-6RJFHPGV,2024-05-01,1160.0,merchant__clothing,1184.0,2024-05-01 00:00:00.000
M-WTF0KN4F,P-R80WGNC9,2023-05-01,7259.0,merchant__electronics,7468.0,2023-05-01 00:00:00.000
M-DLFMM7VZ,P-VP08CDK1,2021-12-01,630.0,merchant__electronics,630.0,2021-12-01 00:00:00.000
M-0RR77N16,P-G0AEWWH1,2024-11-01,513.0,merchant__clothing,544.0,2024-11-01 00:00:00.000
M-HZC2NY0J,P-RW6DH6EB,2023-09-01,421.0,merchant__bigboxretailer,421.0,2023-09-01 00:00:00.000
M-XPZRJXCT,P-Z4S8WKWL,2022-11-01,1869.0,merchant__clothing,1901.0,2022-11-01 00:00:00.000
M-W1WDHB6M,P-09HVI1I7,2023-02-01,38.0,merchant__bigboxretailer,38.0,2023-02-01 00:00:00.000
M-LCKYRC35,P-70Q76OUV,2024-01-01,629.0,merchant__bigboxretailer,629.0,2024-01-01 00:00:00.000
M-0CCWW7E0,P-NCFZW74X,2021-11-01,354.0,merchant__electronics,354.0,2021-11-01 00:00:00.000
M-10X0J5EV,P-I82KT6GS,2023-04-01,947.0,merchant__clothing,947.0,2023-04-01 00:00:00.000
M-FZLR03MZ,P-41V30DW4,2024-06-01,278.0,merchant__electronics,278.0,2024-06-01 00:00:00.000
M-7PFLRDAA,P-2COKN5Z7,2024-09-01,443.0,merchant__electronics,443.0,2024-09-01 00:00:00.000
M-PXMZY2HW,P-14Z846TC,2024-05-01,3792.0,merchant__electronics,3986.0,2024-05-01 00:00:00.000
M-Z93TL7YO,P-GJNTTNBZ,2022-11-01,24.0,merchant__electronics,24.0,2022-11-01 00:00:00.000
M-WY4IMRC4,P-GLYGF0FD,2023-12-01,93.0,merchant__bigboxretailer,93.0,2023-12-01 00:00:00.000
M-PJ4XXL4K,P-7ETK3T3N,2024-04-01,312.0,merchant__bigboxretailer,312.0,2024-04-01 00:00:00.000
M-334O11DS,P-KHZOEJGR,2021-10-01,678.0,merchant__electronics,678.0,2021-10-01 00:00:00.000
M-QKA3GXYN,P-WI0WGQ0C,2023-04-01,1097.0,merchant__clothing,1109.0,2023-04-01 00:00:00.000
M-81GSD9CW,P-TMFDHTNI,2024-02-01,2803.0,merchant__bigboxretailer,2852.0,2024-02-01 00:00:00.000
M-D9ACKENO,P-1FGKWX2V,2023-12-01,838.0,merchant__electronics,838.0,2023-12-01 00:00:00.000
M-NJCEQ1OD,P-VVRTR13E,2022-02-01,450.0,merchant__electronics,450.0,2022-02-01 00:00:00.000
M-0V4TB4G8,P-CLPSN2L9,2022-01-01,406.0,merchant__clothing,406.0,2022-01-01 00:00:00.000
M-QIUYD329,P-GLYGF0FD,2023-06-01,6276.0,merchant__electronics,6501.0,2023-06-01 00:00:00.000
M-YI2GWQKF,P-H8SRYPZ7,2023-12-01,2909.0,merchant__bigboxretailer,2992.0,2023-12-01 00:00:00.000
M-KCYCDYTN,P-VP08CDK1,2024-12-01,306.0,merchant__clothing,352.0,2024-12-01 00:00:00.000
M-ISL7LU4A,P-Y1E6PTO7,2024-02-01,2265.0,merchant__bigboxretailer,2297.0,2024-02-01 00:00:00.000
M-4UYIRW2K,P-86UWICUH,2022-02-01,812.0,merchant__bigboxretailer,812.0,2022-02-01 00:00:00.000
M-RSWLRL1U,P-9GDEYYQC,2023-05-01,768.0,merchant__bigboxretailer,768.0,2023-05-01 00:00:00.000
M-ELJCEPWO,P-2COKN5Z7,2024-11-01,842.0,merchant__clothing,842.0,2024-11-01 00:00:00.000
M-WBOED2EV,P-3ZHF3Q97,2023-07-01,144.0,merchant__bigboxretailer,144.0,2023-07-01 00:00:00.000
M-JJ0FGYJY,P-KHZOEJGR,2024-12-01,678.0,merchant__electronics,678.0,2024-12-01 00:00:00.000
M-CGF6RBM6,P-4L2BPQDZ,2023-01-01,1853.0,merchant__clothing,1904.0,2023-01-01 00:00:00.000
M-L51FGVFX,P-KH5AMEZT,2023-05-01,499.0,merchant__clothing,499.0,2023-05-01 00:00:00.000
M-Q6N83QKY,P-7ETK3T3N,2022-02-01,1856.0,merchant__clothing,1891.0,2022-02-01 00:00:00.000
M-A9LEEJFG,P-0H1EWXEB,2024-05-01,2460.0,merchant__bigboxretailer,2536.0,2024-05-01 00:00:00.000
M-YAQZJO22,P-GJNTTNBZ,2023-06-01,635.0,merchant__clothing,635.0,2023-06-01 00:00:00.000
M-49TDLMRR,P-3QPJTNTV,2024-03-01,1530.0,merchant__clothing,1574.0,2024-03-01 00:00:00.000
M-6PDSZVLM,P-Y1E6PTO7,2023-08-01,39.0,merchant__clothing,39.0,2023-08-01 00:00:00.000
M-UQSOJVMT,P-2COKN5Z7,2022-11-01,443.0,merchant__electronics,443.0,2022-11-01 00:00:00.000
M-UV6DIZNB,P-3KZWUNVC,2022-02-01,596.0,merchant__electronics,596.0,2022-02-01 00:00:00.000
M-MLV4QYVC,P-RC9I1YFM,2022-05-01,31.0,merchant__bigboxretailer,31.0,2022-05-01 00:00:00.000
M-AR20VYQW,P-3QPJTNTV,2022-03-01,9520.0,merchant__electronics,9844.0,2022-03-01 00:00:00.000
M-KH1ZTYJ7,P-Q0V5HRZM,2024-09-01,321.0,merchant__electronics,321.0,2024-09-01 00:00:00.000
M-GQ7B97AK,P-TMFDHTNI,2022-11-01,870.0,merchant__clothing,870.0,2022-11-01 00:00:00.000
M-741FXRJK,P-WEHJV5MG,2023-02-01,428.0,merchant__clothing,428.0,2023-02-01 00:00:00.000
M-GA6FHDYT,P-1FGKWX2V,2024-04-01,419.0,merchant__clothing,419.0,2024-04-01 00:00:00.000
M-SKRNKL0S,P-AJ2G8KSW,2023-01-01,301.0,merchant__bigboxretailer,301.0,2023-01-01 00:00:00.000
M-TK8FT6XL,P-CLPSN2L9,2023-11-01,2390.0,merchant__bigboxretailer,2483.0,2023-11-01 00:00:00.000
M-3MSTXPCK,P-41V30DW4,2024-03-01,278.0,merchant__electronics,278.0,2024-03-01 00:00:00.000
M-TNS423A7,P-VP08CDK1,2023-12-01,630.0,merchant__electronics,630.0,2023-12-01 00:00:00.000
M-A9G1LEIL,P-7YGKX2EQ,2021-11-01,209.0,merchant__bigboxretailer,209.0,2021-11-01 00:00:00.000
M-ULR05TFY,P-6CGMXPQW,2023-03-01,1373.0,merchant__clothing,1405.0,2023-03-01 00:00:00.000
M-X332OSVC,P-GEN70VB8,2024-11-01,807.0,merchant__clothing,864.0,2024-11-01 00:00:00.000
M-CBFIGHD4,P-6R63U2JU,2023-03-01,547.0,merchant__clothing,547.0,2023-03-01 00:00:00.000
M-4UKTPZNG,P-KCMHG45S,2021-12-01,1999.0,merchant__clothing,2008.0,2021-12-01 00:00:00.000
M-9CMPDRYS,P-7HFAJIE8,2023-08-01,326.0,merchant__bigboxretailer,326.0,2023-08-01 00:00:00.000
M-OZ6TDIKP,P-XU5MN3U7,2021-12-01,4766.0,merchant__bigboxretailer,4899.0,2021-12-01 00:00:00.000
M-TC3SW65A,P-IVPJAWWH,2022-07-01,801.0,merchant__electronics,801.0,2022-07-01 00:00:00.000
M-8P61G3B9,P-ZN1HH8N5,2024-10-01,995.0,merchant__clothing,1034.0,2024-10-01 00:00:00.000
M-3UA0ZMUJ,P-KCMHG45S,2021-11-01,10056.0,merchant__electronics,10273.0,2021-11-01 00:00:00.000
